prompt,source,category
"Today, Richard went to the coffee shop. Between what times could they have gone?
We know that:
Richard woke up at 10am.
Jason saw Richard waiting at the train station from 10am to 12pm.
Sean saw Richard walking in the garden from 12pm to 3pm.
David saw Richard fixing their computer at the electronic store from 3pm to 5pm.
The coffee shop was closed after 7pm.
Between what times could Richard have gone to the coffee shop?
Options:
(A) 5pm to 7pm
(B) 3pm to 5pm
(C) 12pm to 3pm
(D) 10am to 12pm",bbh,reasoning
"Three baskets A, B and C contain different numbers of differently colored marbles. Basket A contains 4 red marbles and 2 yellow marbles. Basket B contains 6 green marbles and 1 yellow marble. Basket C contains 3 white marbles and 9 yellow marbles. What is the difference between the number of each color of marble in the basket that has the greatest difference?",gsm8k,math
"
def minPath(grid, k):
    """"""
    Given a grid with N rows and N columns (N >= 2) and a positive integer k, 
    each cell of the grid contains a value. Every integer in the range [1, N * N]
    inclusive appears exactly once on the cells of the grid.

    You have to find the minimum path of length k in the grid. You can start
    from any cell, and in each step you can move to any of the neighbor cells,
    in other words, you can go to cells which share an edge with you current
    cell.
    Please note that a path of length k means visiting exactly k cells (not
    necessarily distinct).
    You CANNOT go off the grid.
    A path A (of length k) is considered less than a path B (of length k) if
    after making the ordered lists of the values on the cells that A and B go
    through (let's call them lst_A and lst_B), lst_A is lexicographically less
    than lst_B, in other words, there exist an integer index i (1 <= i <= k)
    such that lst_A[i] < lst_B[i] and for any j (1 <= j < i) we have
    lst_A[j] = lst_B[j].
    It is guaranteed that the answer is unique.
    Return an ordered list of the values on the cells that the minimum path go through.

    Examples:

        Input: grid = [ [1,2,3], [4,5,6], [7,8,9]], k = 3
        Output: [1, 2, 1]

        Input: grid = [ [5,9,3], [4,1,6], [7,8,2]], k = 1
        Output: [1]
    """"""
",humaneval,coding
"Write a high-fantasy story about a group of five powerful knights, each with a unique skill set, on a perilous quest to find the fabled sword of light. The sword is said to have the power to vanquish even the strongest of foes and the group hopes to use it to defeat an evil sorcerer who has taken control of their kingdom. The story should be written in a descriptive style with vivid imagery that captures the emotions and experiences of the knights as they journey through treacherous landscapes, encounter magical creatures, and navigate political intrigue within the kingdom. Show the bonds of friendship and loyalty that develop between the knights as they face seemingly insurmountable challenges, and convey the stakes of their mission through the consequences of failure.",ultrachat,chat
Develop a program that determines the phase constant of a given wave.,ultrachat,chat
"

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
",humaneval,coding
"Create a well-crafted paragraph that vividly captures the sensory experience of the first snowfall of the year, using descriptive language to convey the emotions, sounds, smells, and visuals associated with this magical moment. Aim to transport the reader to the scene, immersing them in the atmosphere you create through your writing. Consider your choice of sentence structure, word choice, and imagery to ensure that your paragraph is engaging, engaging and evocative.",ultrachat,chat
"Today, Anthony went to the orchestra hall. Between what times could they have gone?
We know that:
Anthony woke up at 6am.
Samantha saw Anthony stretching at a yoga studio from 6am to 12pm.
Nancy saw Anthony driving to the water park from 12pm to 2pm.
David saw Anthony watching a movie at the theater from 2pm to 3pm.
William saw Anthony fixing their computer at the electronic store from 5pm to 6pm.
Sarah saw Anthony reading at the library from 6pm to 7pm.
The orchestra hall was closed after 7pm.
Between what times could Anthony have gone to the orchestra hall?
Options:
(A) 12pm to 2pm
(B) 6pm to 7pm
(C) 3pm to 5pm
(D) 2pm to 3pm",bbh,reasoning
Could you suggest some creative ways to save money while still experiencing the best of what a new location has to offer?,ultrachat,chat
"Write a function to sort the given array without using any sorting algorithm. the given array consists of only 0, 1, and 2.",mbpp,coding
There are 360 balls in the ball pit. If a quarter of the balls in the ball pit are red and a fifth of the remaining balls are blue. How many of the balls are neither red nor blue?,gsm8k,math
"Today, Jennifer went to the art show. Between what times could they have gone?
We know that:
Jennifer woke up at 8am.
Lisa saw Jennifer buying clothes at the mall from 8am to 9am.
Steven saw Jennifer walking towards the Statue of Liberty from 9am to 10am.
Sarah saw Jennifer sitting on a rooftop from 10am to 2pm.
Linda saw Jennifer taking photos near the Leaning Tower of Pisa from 4pm to 6pm.
Andrew saw Jennifer working out at the gym from 6pm to 8pm.
The art show was closed after 8pm.
Between what times could Jennifer have gone to the art show?
Options:
(A) 2pm to 4pm
(B) 8am to 9am
(C) 9am to 10am
(D) 6pm to 8pm",bbh,reasoning
"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """""" Insert a number 'delimeter' between every two consecutive elements of input list `numbers'
    >>> intersperse([], 4)
    []
    >>> intersperse([1, 2, 3], 4)
    [1, 4, 2, 4, 3]
    """"""
",humaneval,coding
"Today, Ashley went to the dance studio. Between what times could they have gone?
We know that:
Ashley woke up at 5am.
Ashley saw Ashley taking photos near the Leaning Tower of Pisa from 5am to 6am.
James saw Ashley buying cookies at a bakery from 6am to 11am.
Anthony saw Ashley walking in the garden from 11am to 12pm.
Samantha saw Ashley taking photos near the Eiffel Tower from 6pm to 10pm.
The dance studio was closed after 10pm.
Between what times could Ashley have gone to the dance studio?
Options:
(A) 12pm to 6pm
(B) 11am to 12pm
(C) 6am to 11am
(D) 6pm to 10pm",bbh,reasoning
"Junior has 16 rabbits. On Monday, he bought 6 toys for his rabbits. On Wednesday, he bought twice as many toys as he did Monday. On Friday, he bought four times as many toys as he did on Monday, and on the next day he bought half as many toys as he did on Wednesday. If he split all the toys evenly between the rabbits, how many toys would each rabbit have?",gsm8k,math
"Martine has 6 more than twice as many peaches as Benjy. Benjy has one-third as many peaches as Gabrielle. If Martine has 16 peaches, how many does Gabrielle have?",gsm8k,math
"Today, Emily went to the construction site. Between what times could they have gone?
We know that:
Emily woke up at 8am.
Emily saw Emily taking photos near the Eiffel Tower from 9am to 10am.
Andrew saw Emily buying clothes at the mall from 10am to 11am.
Leslie saw Emily sitting on a rooftop from 11am to 1pm.
Linda saw Emily working at the office from 1pm to 4pm.
William saw Emily buying a bike at the bike shop from 4pm to 10pm.
The construction site was closed after 10pm.
Between what times could Emily have gone to the construction site?
Options:
(A) 10am to 11am
(B) 9am to 10am
(C) 8am to 9am
(D) 4pm to 10pm",bbh,reasoning
7 out of 40 people in a cafeteria are wearing checkered shirts. The rest of the people are wearing vertical stripes and horizontal stripes. The number of people wearing horizontal stripes is 4 times as many as the people wearing checkered shirts. How many people are wearing vertical stripes?,gsm8k,math
"
def file_name_check(file_name):
    """"""Create a function which takes a string representing a file's name, and returns
    'Yes' if the the file's name is valid, and returns 'No' otherwise.
    A file's name is considered to be valid if and only if all the following conditions 
    are met:
    - There should not be more than three digits ('0'-'9') in the file's name.
    - The file's name contains exactly one dot '.'
    - The substring before the dot should not be empty, and it starts with a letter from 
    the latin alphapet ('a'-'z' and 'A'-'Z').
    - The substring after the dot should be one of these: ['txt', 'exe', 'dll']
    Examples:
    file_name_check(""example.txt"") # => 'Yes'
    file_name_check(""1example.dll"") # => 'No' (the name should start with a latin alphapet letter)
    """"""
",humaneval,coding
"
def is_nested(string):
    '''
    Create a function that takes a string as input which contains only square brackets.
    The function should return True if and only if there is a valid subsequence of brackets 
    where at least one bracket in the subsequence is nested.

    is_nested('[[]]') ➞ True
    is_nested('[]]]]]]][[[[[]') ➞ False
    is_nested('[][]') ➞ False
    is_nested('[]') ➞ False
    is_nested('[[][]]') ➞ True
    is_nested('[[]][[') ➞ True
    '''
",humaneval,coding
